timestamp,consumption_kW,pv_production_kW,buy_price_EUR_per_MWh,sell_price_EUR_per_MWh
2024-01-01 00:00:00,91.37597474777783,0.0,112.24321826546017,95.40673552564114
2024-01-01 00:15:00,105.42119993385882,0.0,116.07696793361958,98.66542274357664
2024-01-01 00:30:00,86.95465586288103,0.0,97.84117219148419,83.16499636276156
2024-01-01 00:45:00,104.03406030285139,0.0,103.23021100646747,87.74567935549734
2024-01-01 01:00:00,91.99162681110411,0.0,127.45769018058189,108.3390366534946
2024-01-01 01:15:00,83.9555918994668,0.0,109.03166458390601,92.6769148963201
2024-01-01 01:30:00,75.90208779265895,0.0,104.4795766711508,88.80764017047818
2024-01-01 01:45:00,76.87562899559822,0.0,122.79397682561758,104.37488030177494
2024-01-01 02:00:00,87.44834145118124,0.0,96.13690186676284,81.7163665867484
2024-01-01 02:15:00,74.15996840380276,0.0,111.30050860371016,94.60543231315363
2024-01-01 02:30:00,95.52055183280665,0.0,98.23227328980278,83.49743229633236
2024-01-01 02:45:00,78.93817392582312,0.0,140.39240815304964,119.3335469300922
2024-01-01 03:00:00,88.16398548714416,0.0,109.35252613037167,92.94964721081593
2024-01-01 03:15:00,87.24913465174501,0.0,120.96096877564534,102.81682345929853
2024-01-01 03:30:00,84.66177494415092,0.0,93.73483951352877,79.67461358649945
2024-01-01 03:45:00,101.80821080701567,0.0,127.2048277952589,108.12410362597005
2024-01-01 04:00:00,81.46934483675427,0.0,102.30257259267793,86.95718670377624
2024-01-01 04:15:00,84.34449375283893,0.0,105.59254211415441,89.75366079703124
2024-01-01 04:30:00,75.36547537607673,0.0,150.58857717669943,128.00029060019452
2024-01-01 04:45:00,84.93247803455199,0.0,115.32808156948079,98.02886933405867
2024-01-01 05:00:00,95.06179754158796,0.0,124.18728644593483,105.55919347904461
2024-01-01 05:15:00,87.01144741543564,0.0,85.21683497214144,72.43430972632022
2024-01-01 05:30:00,76.84715477309636,0.0,98.51491929335705,83.73768139935349
2024-01-01 05:45:00,96.15230234704354,0.0,112.97145197283196,96.02573417690716
2024-01-01 06:00:00,179.33038004487392,0.0,118.01218323367776,100.3103557486261
2024-01-01 06:15:00,192.61208355907948,0.0,105.18184110880017,89.40456494248015
2024-01-01 06:30:00,193.02356571623656,0.0,84.36440005347103,71.70974004545037
2024-01-01 06:45:00,215.09527829274836,0.0,107.44547187421404,91.32865109308193
2024-01-01 07:00:00,188.8871602538615,0.0,110.44908767381136,93.88172452273966
2024-01-01 07:15:00,213.2645227182689,0.0,100.85546766118857,85.72714751201028
2024-01-01 07:30:00,198.23573806305086,0.0,121.18322891944572,103.00574458152886
2024-01-01 07:45:00,186.21000832899654,0.0,133.7540579485281,113.69094925624889
2024-01-01 08:00:00,228.10786846285424,0.0,131.9236911344308,112.13513746426618
2024-01-01 08:15:00,218.68443503093815,0.0,151.11002894295052,128.44352460150793
2024-01-01 08:30:00,212.0237574470264,0.0,141.53634787791148,120.30589569622475
2024-01-01 08:45:00,231.62190418856414,0.0,133.0508599605951,113.09323096650583
2024-01-01 09:00:00,229.9359188984838,0.0,132.4060836766289,112.54517112513456
2024-01-01 09:15:00,200.16125261081717,0.0,133.60459068415787,113.56390208153418
2024-01-01 09:30:00,220.19659447892823,0.0,146.05297699480934,124.14503044558793
2024-01-01 09:45:00,208.59352258298998,0.0,165.72893745963918,140.8695968406933
2024-01-01 10:00:00,226.0140391451374,0.6891827918539829,145.11616348999277,123.34873896649385
2024-01-01 10:15:00,237.67885336106508,4.892681375027361,146.60081376085307,124.61069169672511
2024-01-01 10:30:00,216.55004868261986,6.9214569468875915,117.74056238294939,100.07947802550699
2024-01-01 10:45:00,241.94292502042163,12.753270132845849,134.65401275457512,114.45591084138884
2024-01-01 11:00:00,230.38053643445488,2.8008118101963584,140.60611057351,119.51519398748349
2024-01-01 11:15:00,241.6048843098483,16.91513419792223,142.34897592221054,120.99662953387896
2024-01-01 11:30:00,224.45275349795324,18.657560957220646,149.08498239441175,126.72223503524998
2024-01-01 11:45:00,219.56878193188479,12.39001565746696,126.65469567000363,107.65649131950309
2024-01-01 12:00:00,221.2421399657404,7.9782827731250014,143.25565566942095,121.7673073190078
2024-01-01 12:15:00,215.25015915066567,17.250555001570174,149.23261565594385,126.84772330755227
2024-01-01 12:30:00,200.3266651760746,15.260258072254619,122.17248795331811,103.84661476032039
2024-01-01 12:45:00,208.65471773277773,15.576481785443047,138.06660279284557,117.35661237391874
2024-01-01 13:00:00,240.6573321501089,14.499613994384877,128.64107854759783,109.34491676545815
2024-01-01 13:15:00,259.71582540509024,10.080395431802607,153.84460875044402,130.76791743787743
2024-01-01 13:30:00,241.73769130679932,6.67549696932444,162.776562525469,138.36007814664865
2024-01-01 13:45:00,220.53846804576563,3.865012618407029,131.6538505457682,111.90577296390296
2024-01-01 14:00:00,260.3067573913837,0.7346597978946973,173.87796249358968,147.79626811955123
2024-01-01 14:15:00,240.42706029320746,0.0,133.25577846929897,113.26741169890413
2024-01-01 14:30:00,230.06121272769235,0.0,147.14302081805823,125.0715676953495
2024-01-01 14:45:00,256.9010362969746,0.0,134.03552552233583,113.93019669398545
2024-01-01 15:00:00,239.67300224432523,0.0,136.75160671000359,116.23886570350304
2024-01-01 15:15:00,241.3132156588411,0.0,136.51957608621464,116.04163967328245
2024-01-01 15:30:00,261.2377511231842,0.0,141.86919789977148,120.58881821480576
2024-01-01 15:45:00,222.63997656311315,0.0,136.83018146887508,116.30565424854382
2024-01-01 16:00:00,233.16120343560235,0.0,134.94011824571626,114.69910050885882
2024-01-01 16:15:00,220.23985253605025,0.0,126.75440973856729,107.74124827778219
2024-01-01 16:30:00,227.26028391732933,0.0,150.44249383093677,127.87611975629625
2024-01-01 16:45:00,236.09018178990704,0.0,123.28168367717429,104.78943112559814
2024-01-01 17:00:00,221.16297395421066,0.0,141.36355664691817,120.15902314988044
2024-01-01 17:15:00,228.4471526083485,0.0,134.12150006513534,114.00327505536504
2024-01-01 17:30:00,241.38078244052875,0.0,133.5122377055328,113.48540204970288
2024-01-01 17:45:00,212.4483131824853,0.0,141.02061812019392,119.86752540216483
2024-01-01 18:00:00,234.20726836812128,0.0,168.564752560039,143.28003967603317
2024-01-01 18:15:00,200.6433061209871,0.0,157.80438353282008,134.13372600289708
2024-01-01 18:30:00,229.3134756423079,0.0,149.23054871078497,126.84596640416723
2024-01-01 18:45:00,225.0599977961474,0.0,170.82284547090285,145.1994186502674
2024-01-01 19:00:00,212.8348124045744,0.0,159.99597602122478,135.99657961804107
2024-01-01 19:15:00,212.91956899052812,0.0,158.5884843469696,134.80021169492417
2024-01-01 19:30:00,236.0167637121329,0.0,149.54288192460714,127.11144963591607
2024-01-01 19:45:00,204.71566696064943,0.0,162.96694321475476,138.52190173254155
2024-01-01 20:00:00,205.6825501380121,0.0,119.65299050007897,101.70504192506712
2024-01-01 20:15:00,211.86350830496255,0.0,119.23885222949738,101.35302439507278
2024-01-01 20:30:00,217.4487609627495,0.0,125.10798901982768,106.34179066685353
2024-01-01 20:45:00,225.54247284843086,0.0,121.56675593303922,103.33174254308334
2024-01-01 21:00:00,191.26926401800895,0.0,100.3442897423335,85.29264628098348
2024-01-01 21:15:00,181.9134155388805,0.0,106.27953451003648,90.337604333531
2024-01-01 21:30:00,196.85757411296132,0.0,105.37318230014434,89.56720495512268
2024-01-01 21:45:00,201.83627609405045,0.0,100.65788921774985,85.55920583508737
2024-01-01 22:00:00,101.69180046873922,0.0,119.38379330624778,101.47622431031061
2024-01-01 22:15:00,110.43658755861833,0.0,107.44894711553908,91.33160504820822
2024-01-01 22:30:00,86.26959467958592,0.0,97.74714694543842,83.08507490362265
2024-01-01 22:45:00,88.50383522373107,0.0,86.13700859062516,73.21645730203139
2024-01-01 23:00:00,94.59320841819864,0.0,129.96903925625935,110.47368336782044
2024-01-01 23:15:00,91.7820752137039,0.0,104.2106889604171,88.57908561635453
2024-01-01 23:30:00,73.64577200426221,0.0,109.63562492601025,93.19028118710871
2024-01-01 23:45:00,94.61713398634382,0.0,104.709997267897,89.00349767771245
2024-01-02 00:00:00,81.09863249835216,0.0,103.10256375830735,87.63717919456126
2024-01-02 00:15:00,93.94251767448365,0.0,128.5089605199344,109.23261644194423
2024-01-02 00:30:00,86.8045876739556,0.0,106.24274013855047,90.3063291177679
2024-01-02 00:45:00,81.14135521698206,0.0,107.91470160731681,91.72749636621928
2024-01-02 01:00:00,96.26928702008433,0.0,124.42850492536203,105.76422918655773
2024-01-02 01:15:00,103.83974663955266,0.0,109.79795296271533,93.32826001830803
2024-01-02 01:30:00,75.60312684829061,0.0,112.84488359261067,95.91815105371907
2024-01-02 01:45:00,96.67953795073801,0.0,84.4389591259055,71.77311525701967
2024-01-02 02:00:00,123.39116436416505,0.0,99.12521179564507,84.2564300262983
2024-01-02 02:15:00,101.93305168230768,0.0,90.37676669297889,76.82025168903205
2024-01-02 02:30:00,99.97521283530943,0.0,115.62243747072388,98.2790718501153
2024-01-02 02:45:00,94.48948154814146,0.0,101.02295854751618,85.86951476538876
2024-01-02 03:00:00,84.23539908078912,0.0,93.0171049568939,79.06453921335982
2024-01-02 03:15:00,88.2222493833421,0.0,101.63907031533114,86.39320976803147
2024-01-02 03:30:00,86.6292453000306,0.0,120.78755479484916,102.66942157562178
2024-01-02 03:45:00,80.5236479897524,0.0,112.80610715986549,95.88519108588567
2024-01-02 04:00:00,96.3460194541888,0.0,108.54385774698626,92.26227908493831
2024-01-02 04:15:00,81.69351587943991,0.0,107.58837844400742,91.4501216774063
2024-01-02 04:30:00,91.85433745257461,0.0,108.07286663113878,91.86193663646796
2024-01-02 04:45:00,88.07390956546716,0.0,108.50930044555948,92.23290537872555
2024-01-02 05:00:00,85.00913042606959,0.0,99.27744621825931,84.38582928552042
2024-01-02 05:15:00,105.78514663256776,0.0,89.85276152224829,76.37484729391105
2024-01-02 05:30:00,81.35999559226443,0.0,98.67479662924674,83.87357713485973
2024-01-02 05:45:00,93.5046083619249,0.0,89.73202927380464,76.27222488273394
2024-01-02 06:00:00,181.15097509133486,0.0,112.4508446715806,95.5832179708435
2024-01-02 06:15:00,204.42337206693347,0.0,112.68737488412386,95.78426865150527
2024-01-02 06:30:00,180.2159570665897,0.0,116.32368729023541,98.8751341967001
2024-01-02 06:45:00,187.35451075796587,0.0,120.75798285525084,102.64428542696322
2024-01-02 07:00:00,220.6429861987021,0.0,118.26174034795447,100.5224792957613
2024-01-02 07:15:00,196.87713903564799,0.0,97.83050282099308,83.15592739784411
2024-01-02 07:30:00,233.98959192465568,0.0,107.8664355067341,91.68647018072399
2024-01-02 07:45:00,187.77099443453793,0.0,108.77090880727204,92.45527248618123
2024-01-02 08:00:00,216.13600139256752,0.0,133.2356788318679,113.2503270070877
2024-01-02 08:15:00,222.00709538780814,0.0,132.25792340256132,112.41923489217712
2024-01-02 08:30:00,203.8184032844217,0.0,132.77935173040373,112.86244897084318
2024-01-02 08:45:00,175.09143668569308,0.0,138.37002861133251,117.61452431963264
2024-01-02 09:00:00,205.26463868872676,0.0,156.41808009239972,132.95536807853975
